Product
Lenovo Ideapad 1 - 14ALC7 R7 5700U
Acer Aspire 5 A514-54-5127 i5 1135G7
Acer Aspire 3 A314-23M-R4TX R5 7520U
MSI Modern 15 B7M-098VN R7 7730U
Acer Aspire 5 A515-58P-351N i3 1305U
Lenovo V15 G4 AMN R5 7520U
Huawei MateBook D14 BE i3 1215U
HP 15s-fq5230TU i3-1215U
Lenovo IdeaPad 1 15AMN7 R5 7520U
HP 245 G9 R5 5625U
HP 240 G10 i3-N305
Asus Vivobook X1404ZA-NK075W i3 1215U
HP 14s-em0080AU R3 7320U
Asus ROG Strix SCAR 18 G834JYR-R6011W i9-14900HX
MacBook Pro 16 2023 M3 Max 16 CPU/40 GPU/48GB/1TB
Asus ROG Strix SCAR 16 G634JZR-NM009W i9-14900HX
MacBook Pro 16 2023 M3 Max 14 CPU/30 GPU/36GB/1TB
MacBook Pro 14 2023 M3 Max 14 CPU/30 GPU/36GB/1TB
MacBook Pro 16 2023 M3 Pro 12 CPU/18 GPU/36GB/512GB
Asus ROG Strix G18 G814JIR-N6007W i9-14900HX
Asus Zenbook 14 Duo OLED UX8406MA-PZ307W U7-155H
Lenovo Legion Pro 5 16IRX9 i9 14900HX
Lenovo Gaming Legion 5 16IRX9 i7-14650HX
MSI Gaming Sword 16 HX B14VFKG-045VN i7-14700HX
MSI Gaming Sword 16 HX B14VEKG-039VN i7-14700HX
Asus TUF Gaming FA507NU-LP140W R5 7535HS
Lenovo IdeaPad Slim 5 14IMH9 U7-155H
Lenovo ThinkBook 14s Yoga ITL i7 1165G7/20WE007MVN
Acer Swift Go AI SFG14-73-71ZX Ultra 7-155H
Asus Vivobook 14 X1404ZA-NK389W i7-1255U
Lenovo ThinkBook 14p G3 ARH R5-6600H
Asus Vivobook S15 OLED S5406MA-PP136W Ultra 5-125H
Asus Vivobook S15 OLED S5406MA-PP161W Ultra 5-125H
Lenovo ThinkPad E14 Gen 5 i7-1355U
HP Pavilion X360 14-ek1047TU i7-1355U
Asus TUF Gaming FA507NU-LP131W R5 7535HS
Acer Swift Go AI SFG14-73-53X7 Ultra 5-125H
Asus Vivobook A1505VA-L1201W i9 13900H
ASUS Zenbook 14 OLED UM3402YA-KM826W R5-7430U
HP Pavilion X360 14-ek1049TU i5-1335U
Asus Vivobook A15 OLED A1505VA-L1491W i7-13700H
Lenovo Ideapad Slim 5 15IRU9 CORE 5_120U
Lenovo IdeaPad Slim 5 14IMH9 U5-125H
Lenovo Gaming LOQ - 15IAX9 i5 12450HX
Asus Zenbook 14 OLED UM3402YA-KM405W R5-7530U
Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H
Acer Nitro V Gaming ANV15-51-53NE i5 13420H
Lenovo ThinkPad E15 Gen 4 R5-5625U
Lenovo ThinkBook 16 G6 ABP R5-7530U
Acer Aspire 5 A515-58P-71EJ i7 1355U
HP 15-fd0235TU i5-1334U
Asus TUF Gaming FA506NC-HN011W R5-7535HS
HP 15-fd0237TU i5-1334U
MSI Gaming Thin 15 B12UCX-1419VN i5-12450H
HP 14-ep0112TU i5-1335U
Asus TUF Gaming A15 FA506NF-HN005W R5-7535HS
MSI Modern 15 B12MO-487VN i7 1255U
Lenovo Ideapad Flex 5 14ALC7 R7 5700U
Lenovo Ideapad Flex 5 14ALC7 R5 5500U
HP 15s-fq5228TU i3-1215U
HP 14s-dq5121TU i3-1215U
